lekarze: Tomasz Latos
politycy: Anna Sobecka
dziennikarze: Paweł Reszka
politycy: Rafał Grupiński
dziennikarze: Wiesław Władyka
politycy: John Boehner
politycy: John McCain
politycy: Ted Cruz
politycy: Rihards Kozlovskis
duchowni: Stefan Wyszyński
aktorzy: Katarzyna Kwiatkowska
politycy: Juliusz Braun
duchowni: Stanisław Dziwisz
politycy: Katarzyna Piekarska
politycy: Rafał Dutkiewicz
dziennikarze: Andrzej Mroczek
dziennikarze: Mariusz Szczygieł
duchowni: Tadeusz Rydzyk
politycy: Bogdan Borusewicz
politycy: Witold Gadomski
dziennikarze: Robert Krasowski
dziennikarze: Bronisław Wildstein
dziennikarze: Wawrzyniec Smoczyński
dziennikarze: Andrzej Poczobut
dziennikarze: Ewa Ewart
dziennikarze: Ewa Stankiewicz
dziennikarze: Anna Ferens
lekarze: Anna Prokop-Staszecka
politycy: Ryszard Schnepf
politycy: Zbyszek Zaborowski
politycy: Angela Merkel
politycy: Marek Wójcik
dziennikarze: Andrzej Kamiński
sportowcy: Abdul Aziz
sportowcy: Serena Williams
dziennikarze: Michael Anti
duchowni: Józef Wesołowski
politycy: Umberto Guidoni
politycy: Abou Moussa
politycy: Andrzej Gwiazda
politycy: Glyn Davies
sportowcy: Joe Mather
muzycy: Cornelius Gurlitt
prawnicy: Andrzej Zoll
politycy: Marek Sawicki
politycy: Józef Oleksy
politycy: Waldemar Pawlak
sportowcy: Cezary Kucharski
politycy: Włodzimierz Karpiński
dziennikarze: Roman Kurkiewicz
politycy: Józef Pinior
politycy: Andrzej Lepper
politycy: Barbara Kudrycka
politycy: Janusz Lewandowski
lekarze: Ignazio Marino
politycy: Paweł Adamowicz
politycy: Hanna Zdanowska
sportowcy: Agnieszka Radwańska
aktorzy: Mia Farrow
politycy: Tadeusz Cymański
politycy: Jerzy Buzek
aktorzy: Krzysztof Luft
politycy: Jan Chmielewski
duchowni: Wiesław Śmigiel
sportowcy: Rafał Kowalski
politycy: Alexander Keith
sportowcy: Antoni Amirowicz
muzycy: Wojciech Kilar
muzycy: Krzesimir Dębski
dziennikarze: Andrew Nagorski
politycy: Małgorzata Kidawa-Błońska
politycy: Zyta Gilowska
politycy: Andrzej Olechowski
politycy: Tomasz Nałęcz
duchowni: Andrzej Suski
duchowni: Wacław Depo
politycy: Mariusz Błaszczak
politycy: Joachim Brudziński
prawnicy: Joe Garcia
muzycy: Quincy Jones
aktorzy: Idris Elba
aktorzy: Morgan Freeman
aktorzy: Anna Dymna
duchowni: Andrzej Dzięga
politycy: Andrzej Celiński
aktorzy: Ewa Wójciak
politycy: Marek Siwiec
politycy: Kazimierz Kutz
politycy: Paweł Piskorski
aktorzy: Daniel Olbrychski
aktorzy: Mateusz Damięcki
aktorzy: Anna Cieślak
malarze: Józef Wilkoń
poeci: Artur Andrus
aktorzy: Grażyna Wolszczak
sportowcy: Piotr Małachowski
prawnicy: Eric Holder
politycy: Michał Kowalczyk
politycy: Piotr Ikonowicz
politycy: Marek Biernacki
dziennikarze: Grzegorz Miecugow
politycy: Paweł Kowal
malarze: Tadeusz Wojciechowski
politycy: Damian Raczkowski
politycy: Ireneusz Raś
politycy: Tomasz Lenz
politycy: Leszek Korzeniowski
politycy: Zbigniew Rynasiewicz
politycy: Tomasz Tomczykiewicz
politycy: Philippe Mahoux
politycy: Wojciech Bartelski
politycy: Janusz Korwin-Mikke
politycy: Marian Cichosz
muzycy: Grzegorz Turnau
politycy: Jeroen Dijsselbloem
prawnicy: Adam Bodnar
politycy: Włodzimierz Cimoszewicz
duchowni: Stanisław Gądecki
politycy: Adam Bielan
aktorzy: Bogusław Linda
dziennikarze: Michał Olszański
politycy: Jerzy Hausner
politycy: Adam Lipiński
politycy: Beata Szydło
politycy: Marek Kuchciński
lekarze: Michelle Bachelet
politycy: Evelyn Matthei
prawnicy: Ricardo Lagos
politycy: Jan Kozłowski
politycy: Stanisław Kowalczyk
duchowni: Celestino Migliore
dziennikarze: Jerzy Owsiak
dziennikarze: Jeremy Paxman
politycy: Robert Biedroń
aktorzy: Lidia Popiel
sportowcy: Robert Lewandowski
politycy: Edward Siarka
politycy: Rahul Gandhi
duchowni: Wiktor Skworc
aktorzy: Roman Polański
politycy: Anna Grodzka
poeci: Antoni Słonimski
poeci: Jerzy Liebert
politycy: Stanisław Stomma
prawnicy: Władysław Gołąb
duchowni: Jan Zieja
duchowni: Tadeusz Fedorowicz
politycy: Stefan Starzyński
aktorzy: Adam Kwiatkowski
politycy: Jan Szyszko
aktorzy: Tomasz Borkowski
politycy: Jakub Szulc
aktorzy: Agnieszka Grochowska
politycy: Józef Cyrankiewicz
malarze: Wojciech Kossak
poeci: Maria Pawlikowska-Jasnorzewska
aktorzy: Aleksander Węgierko
dziennikarze: Zbigniew Mitzner
aktorzy: Yul Brynner
politycy: Karol Świerczewski
dziennikarze: Zygmunt Broniarek
politycy: Jakub Berman
malarze: Xawery Dunikowski
poeci: Konstanty Ildefons Gałczyński
aktorzy: Alina Janowska
aktorzy: Danuta Szaflarska
poeci: Władysław Broniewski
politycy: Leon Kruczkowski
politycy: Jerzy Borejsza
politycy: Marian Spychalski
politycy: Włodzimierz Sokorski
dziennikarze: Irena Dziedzic
politycy: Władysław Gomułka
poeci: Ewa Lipska
politycy: David McAllister
politycy: Erika Steinbach
politycy: Krzysztof Janik
lekarze: Piotr Kaliciński
sportowcy: Władysław Kozakiewicz
politycy: Marek Belka
politycy: Krzysztof Skubiszewski
politycy: Marek Gróbarczyk
politycy: Janusz Wojciechowski
politycy: Ryszard Legutko
politycy: Andrzej Arendarski
politycy: Magdalena Środa
duchowni: Marian Rojek
dziennikarze: Cameron Crowe
aktorzy: Spike Lee
dziennikarze: Jakub Janiszewski
prawnicy: Małgorzata Fuszara
politycy: Małgorzata Sadurska
lekarze: Jacek Paszkiewicz
politycy: Czesław Kiszczak
politycy: Bronisław Geremek
politycy: Jacek Kuroń
dziennikarze: Stefan Bratkowski
politycy: Henryk Samsonowicz
politycy: Andrzej Wielowieyski
politycy: Władysław Findeisen
politycy: Henryk Wujec
politycy: Zbigniew Bujak
politycy: Władysław Frasyniuk
politycy: Janusz Onyszkiewicz
dziennikarze: Karolina Wigura
politycy: Jan Bednarek
sportowcy: Stefan Żeromski
dziennikarze: Anne Applebaum
politycy: Marek Suski
aktorzy: Stanisław Tym
sportowcy: Jacek Markiewicz
politycy: Stanisław Pięta
politycy: Snorre Valen
muzycy: Marek Michalak
politycy: Józef Zych
sportowcy: Jason Anderson
politycy: Jerzy Wenderlich
prawnicy: Stanisław Rymar
dziennikarze: Marcin Przeciszewski
duchowni: Józef Glemp
politycy: Stanisław Jarosz
politycy: Joanna Fabisiak
politycy: Kinga Dunin
politycy: Jan Krzysztof Bielecki
politycy: Stanisław Kalemba
malarze: Damien Hirst
politycy: Enrico Letta
lekarze: Janusz Moryś
muzycy: Alain Souchon
aktorzy: Catherine Deneuve
dziennikarze: Tomasz Arabski
sportowcy: Paul Allen
dziennikarze: Paweł Wimmer
politycy: Czesław Bielecki
sportowcy: Agnieszka Domańska
dziennikarze: Jacek Prusak
dziennikarze: Sławomir Jastrzębowski
dziennikarze: Maria Wiernikowska
dziennikarze: Wojciech Cejrowski
politycy: Ryszard Zbrzyzny
politycy: Artur Górski
politycy: Piotr Woźniak
dziennikarze: Wojciech Czuchnowski
prawnicy: Larry Klayman
sportowcy: Marcin Lewandowski
dziennikarze: Jarosław Kuźniar
politycy: Stefan Niesiołowski
duchowni: Kazimierz Ryczan
aktorzy: Jim Carrey
duchowni: Philippe Barbarin
duchowni: Marian Duś
duchowni: Piotr Jarecki
duchowni: Rafał Markowski
duchowni: Józef Górzyński
sportowcy: Michael Fuchs
aktorzy: Weronika Marczuk
dziennikarze: Paweł Fąfara
muzycy: Andrzej Dobrowolski
sportowcy: Edgar Miller
aktorzy: Joanna Szczepkowska
dziennikarze: Roland Jahn
dziennikarze: Phil Ball
sportowcy: Colin Russell
prawnicy: Krzysztof Piesiewicz
duchowni: Antoni Dydycz
duchowni: Diarmuid Martin
aktorzy: Maciej Kujawski
sportowcy: Ryszard Milewski
politycy: Jan Bury
politycy: Evo Morales
aktorzy: Danuta Stenka
muzycy: Edyta Górniak
prawnicy: Sergiusz Trzeciak
aktorzy: Marek Bukowski
aktorzy: Ireneusz Czop
aktorzy: Maciej Stuhr
aktorzy: Jerzy Radziwiłowicz
dziennikarze: Bogdan Klich
politycy: Ryszard Bugaj
muzycy: Michał Lorenc
prawnicy: Wiesław Johann
sportowcy: Marek Gancarczyk
muzycy: Marian Filar
lekarze: Janusz Meder
politycy: Ryszard Nowak
politycy: Bogusław Liberadzki
dziennikarze: Paweł Goźliński
politycy: Marian Krzaklewski
politycy: Joanna Senyszyn
politycy: Tadeusz Wrona
malarze: Krzysztof Polkowski
aktorzy: Barbara Grabowska
dziennikarze: Jacek Łęski
aktorzy: Halina Łabonarska
aktorzy: Maciej Góraj
aktorzy: Ewa Dałkowska
aktorzy: Lech Łotocki
sportowcy: Krzysztof Pawlak
politycy: Elżbieta Witek
lekarze: Wojciech Nowak
politycy: Franciszek Stefaniuk
duchowni: Fernando Filoni
muzycy: Barbara Hendricks
politycy: Ursula von der Leyen
prawnicy: Piotr Waglowski
aktorzy: Jerzy Stuhr
dziennikarze: Marcin Dzierżanowski
dziennikarze: Grzegorz Górny
sportowcy: John Bates
sportowcy: James Powell
duchowni: Henryk Gulbinowicz
politycy: Krzysztof Jurgiel
duchowni: Tadeusz Gocłowski
poeci: Jacek Bukowski
prawnicy: Roman Jasiakiewicz
duchowni: Marek Jędraszewski
duchowni: Rudolf Pierskała
duchowni: Andrzej Czaja
politycy: David Millar
aktorzy: David McLean
dziennikarze: Barbara Włodarczyk
politycy: Krystyna Łybacka
duchowni: Ignacy Dec
politycy: Ahmed Mohamed
duchowni: Tadeusz Kondrusiewicz
politycy: Jerzy Gorzelik
politycy: Wojciech Korfanty
politycy: Kazimierz Kleina
politycy: Karol Modzelewski
politycy: Kathleen Sebelius
dziennikarze: Janusz Majcherek
dziennikarze: Bogusław Chrabota
politycy: Grzegorz Napieralski
lekarze: Margaret Chan
lekarze: Zbigniew Brzeziński
sportowcy: Arkadiusz Wiśniewski
politycy: Tadeusz Jarmuziewicz
aktorzy: Robert Więckiewicz
aktorzy: Edward Norton
aktorzy: Forest Whitaker
aktorzy: Mirosław Baka
politycy: Barbara Mikulski
duchowni: Grzegorz Ryś
duchowni: Wincenty Kadłubek
politycy: Jarosław Jagiełło
aktorzy: Jerzy Dobrowolski
politycy: Jacek Wojciechowicz
duchowni: Tadeusz Pieronek
sportowcy: Zbigniew Boniek
malarze: Marcin Jabłoński
dziennikarze: Marcin Kowalski
aktorzy: Magdalena Łazarkiewicz
prawnicy: Urszula Nowakowska
politycy: Jolanta Szczypińska
politycy: Mirosław Orzechowski
politycy: Marek Opioła
malarze: Jan Matejko
politycy: Jerzy Stępień
muzycy: Priscilla Chan
duchowni: Andrzej Jeż
lekarze: Tadeusz Ostrowski
aktorzy: Vinny Guadagnino
politycy: Marek Migalski
poeci: Michał Czajkowski
politycy: Najat Vallaud-Belkacem
aktorzy: Paul Walker
politycy: Jerzy Polaczek
dziennikarze: Paweł Biedziak
duchowni: Jerzy Popiełuszko
politycy: Sławomir Kłosowski
prawnicy: Jerzy Czerwiński
lekarze: Zdzisław Wójcik
aktorzy: Albert Brooks
aktorzy: George Clooney
sportowcy: Roberto Baggio
muzycy: Annie Lennox
aktorzy: Roberto Benigni
aktorzy: Sean Penn
aktorzy: Sharon Stone
prawnicy: Alice Nkom
politycy: Grzegorz Janik
prawnicy: Wojciech Hermeliński
muzycy: Grzegorz Nowak
dziennikarze: Monika Jaruzelska
malarze: Marek Raczkowski
politycy: Marzena Wróbel
politycy: Jadwiga Wiśniewska
dziennikarze: Kamil Durczok
politycy: Ryszard Olszewski
muzycy: Agnieszka Chylińska
muzycy: Monika Brodka
muzycy: Czesław Śpiewa
dziennikarze: Olivier Janiak
aktorzy: Krzysztof Hanke
aktorzy: Krzysztof Respondek
muzycy: Krzysztof Krawczyk
muzycy: Justyna Steczkowska
muzycy: Zbigniew Wodecki
sportowcy: Javier Espinosa
dziennikarze: Marie Colvin
poeci: Grzegorz Przemyk
poeci: Barbara Sadowska
lekarze: Pekka Puska
malarze: Pablo Picasso
malarze: Henri Matisse
malarze: Emil Nolde
malarze: Max Beckmann
malarze: Max Liebermann
muzycy: Krzysztof Cugowski
dziennikarze: Mariusz Max Kolonko
aktorzy: Marcin Dorociński
politycy: Zbigniew Siemiątkowski
dziennikarze: Piotr Szumlewicz
dziennikarze: Joanna Blythman
politycy: Filip Kaczmarek
politycy: Paweł Zalewski
politycy: Karol Karski
politycy: Tadeusz Iwiński
politycy: Adam Szejnfeld
politycy: Dariusz Lipiński
politycy: Helmut Kohl
dziennikarze: Cezary Gmyz
politycy: Ehud Olmert
duchowni: Edward Ozorowski
duchowni: Stanisław Szymecki
poeci: Juliusz Słowacki
politycy: Jacek Majchrowski
politycy: Donald Tuska".Tego
politycy: Jerzy Synowiec
aktorzy: Robert Kowalski
duchowni: Desmond Tutu
sportowcy: Cristiano Ronaldo
aktorzy: Dorota Stalińska
prawnicy: Lech Gardocki
duchowni: Joachim Meisner
dziennikarze: Agnieszka Kublik
aktorzy: Michał Lewandowski
prawnicy: Jan Sehn
prawnicy: Sławomir Petelicki
malarze: Marek Sobczyk
dziennikarze: Cezary Bielakowski
dziennikarze: Roman Czejarek
dziennikarze: Jerzy Jurecki
dziennikarze: Andrzej Skworz
dziennikarze: Rafał Zakrzewski
politycy: Zbigniew Romaszewski
aktorzy: Maria Dłużewska
sportowcy: Steve Warren
sportowcy: Fernando Hidalgo
politycy: Iwona Śledzińska-Katarasińska
politycy: Krzysztof Bosak
dziennikarze: Andrzej Talaga
politycy: Kazimierz Plocke
dziennikarze: Leszek Budrewicz
dziennikarze: Wojciech Orliński
duchowni: Jacek Jezierski
muzycy: Justin Bieber
politycy: Elżbieta Jakubiak
politycy: Jan Filip Libicki
politycy: Mieczysław Gil
aktorzy: Piotr Jankowski
politycy: Michael Bloomberg
politycy: Zbigniew Włodkowski
sportowcy: Jakub Błaszczykowski
sportowcy: Kamil Glik
sportowcy: Artur Boruc
sportowcy: Jan Tomaszewski
duchowni: Franciszek Macharski
sportowcy: Wojciech Kowalski
poeci: Wisława Szymborska
politycy: Irena Lipowicz
politycy: Marisol Touraine
politycy: Abhisit Vejjajiva
politycy: Suthep Thaugsuban
politycy: Thaksin Shinawatra
prawnicy: Piotr Kruszyński
politycy: Jan Król
duchowni: Jan Tyrawa
politycy: Krzysztof Lisek
prawnicy: Margaret Thatcher
muzycy: Jan Borysewicz
muzycy: Jerzy Różycki
dziennikarze: Kazimierz Wóycicki
politycy: Jean-Marie Dedecker
dziennikarze: Ewa Wanat
politycy: Bolesław Piecha
politycy: Barbara Blida
politycy: Stanisław Wojciechowski
malarze: Waldemar Świerzy
politycy: Andrzej Kostarczyk
aktorzy: Zbigniew Cybulski
aktorzy: Leon Niemczyk
sportowcy: Dave Phillips
politycy: Isaac Herzog
aktorzy: Jerzy Nowak
politycy: Anna Zalewska
politycy: Roberto Fiore
politycy: Stanisław Żmijan
sportowcy: Piotr Gruszka
sportowcy: Jakub Rzeźniczak
prawnicy: Małgorzata Sekuła-Szmajdzińska
politycy: Jacek Merkel
sportowcy: Anna Kozak
aktorzy: Agnieszka Korzeniowska
politycy: Wojciech Żukowski
poeci: Krzysztof Lisowski
politycy: Ryszard Grobelny
muzycy: Christian Zacharias
dziennikarze: Marcin Wrona
politycy: Ignacy Daszyński
politycy: Izabela Jaruga-Nowacka
dziennikarze: Alan Rusbridger
prawnicy: Witold Modzelewski
politycy: Krystyna Ozga
muzycy: Anna Jantar
politycy: Colette Avital
sportowcy: Bronisław Czech
politycy: Władysław Anders
dziennikarze: Michael Foot
dziennikarze: Tadeusz Konwicki
politycy: Kazimierz Michał Ujazdowski
duchowni: Andrzej Draguła
muzycy: Katarzyna Nosowska
dziennikarze: Piotr Zaremba
politycy: Muammer Güler
politycy: Jerzy Kropiwnicki
muzycy: Piotr Hertel
aktorzy: Mieczysław Czechowicz
sportowcy: James Lee
politycy: Štefan Füle
sportowcy: Adam Kolasa
dziennikarze: Krzysztof Grzesiowski
dziennikarze: Grzegorz Dziemidowicz
prawnicy: Robert Kropiwnicki
muzycy: Krzysztof Penderecki
politycy: Edi Rama
duchowni: Giuseppe Bertello
poeci: Margaret Atwood
politycy: Katarzyna Hall
dziennikarze: Dominik Zdort
duchowni: Marek Mendyk
sportowcy: Piotr Tomasik
muzycy: Sharon Anderson
politycy: Magdalena Kochan
aktorzy: Jennifer Garner
sportowcy: Joe Berry
politycy: Dianne Feinstein
sportowcy: Chris Rogers
politycy: Andrzej Grzesik
prawnicy: Aleksander Pociej
sportowcy: Vin Baker
muzycy: Tomasz Lipiński
politycy: Mirosław Pawlak
politycy: Czesław Fiedorowicz
dziennikarze: Julian Assange
politycy: Adolf Eichmann
dziennikarze: Stefan Rowecki
muzycy: Andrzej Markowski
prawnicy: Jerzy Zimowski
muzycy: Marek Jackowski
dziennikarze: Jolanta Kwaśniewska
politycy: Joseph Muscat
politycy: Robert Fico
aktorzy: Cezary Pazura
politycy: Jan Ołdakowski
prawnicy: Andrzej Rzepliński
politycy: Aleksander Grad
dziennikarze: Gavin Hewitt
poeci: Michał Piotrowski
aktorzy: Mark Elliot
sportowcy: Jim Roberts
politycy: Rudolf Hess
poeci: John Keats
dziennikarze: Christopher Booker
sportowcy: Robert Bentley
politycy: Zbigniew Wassermann
politycy: Beata Mazurek
aktorzy: Andrzej Baranowski
politycy: Jean-Claude Juncker
sportowcy: Astrid Uhrenholdt Jacobsen
sportowcy: Sarah Burke
muzycy: Anna Dąbrowska
politycy: Elmar Brok
politycy: Chuck Hagel
lekarze: Hannibal Lecter
dziennikarze: Neville Thurlbeck
malarze: Adam Kozłowski
duchowni: Jan Cieński
dziennikarze: Paul Krugman
dziennikarze: Rafał Kalukin
politycy: Dawid Jackiewicz
politycy: Jerzy Osiatyński
dziennikarze: Krzysztof Bobiński
duchowni: John Onaiyekan
muzycy: Andrzej Sikorowski
muzycy: Ignacy Jan Paderewski
aktorzy: Katarzyna Cichopek
dziennikarze: Marcin Meller
dziennikarze: Maciej Kuroń
dziennikarze: Piotr Bikont
dziennikarze: Konstanty Gebert
prawnicy: Adam Strzembosz
prawnicy: Maciej Płażyński
politycy: Arkadiusz Rybicki
aktorzy: Jeremy Brock
duchowni: Mieczysław Mokrzycki
aktorzy: Olgierd Łukaszewicz
aktorzy: Ignacy Gogolewski
aktorzy: Paweł Szwed
duchowni: Albin Dunajewski
politycy: Andrzej Urbański
muzycy: Kamil Bednarek
aktorzy: Cezary Nowak
muzycy: Dawid Kwiatkowski
politycy: Xi Jinping
politycy: Antoni Szymański
duchowni: Edward Frankowski
politycy: Andrzej Malinowski
malarze: Józef Chełmoński
malarze: Wojciech Fangor
prawnicy: Andrzej Kotula
dziennikarze: David Satter
politycy: Jiang Zemin
aktorzy: Dorota Segda
sportowcy: Krzysztof Zarzecki
aktorzy: Anna Polony
politycy: Dilma Rousseff
politycy: Kosma Złotowski
sportowcy: Nicolas Anelka
politycy: Jean-Marie Le Pen
dziennikarze: Piotr Pytlakowski
politycy: Paweł Poncyljusz
prawnicy: Jan Widacki
poeci: Jan Kochanowski
dziennikarze: Jacek Wasilewski
duchowni: Henryk Tomasik
dziennikarze: Bogumiła Berdychowska
muzycy: Adam Nowak
duchowni: Gerald Fitzgerald
aktorzy: Grażyna Szapołowska
dziennikarze: Witold Szabłowski
dziennikarze: Anna Brzezińska-Skarżyńska
dziennikarze: Michał Kobosko
sportowcy: Zbigniew Czerwiński
muzycy: Jeff Hanneman
duchowni: Zenon Grocholewski
muzycy: Michał Wiśniewski
dziennikarze: Dariusz Wilczak
sportowcy: Krzysztof Buczkowski
poeci: Krzysztof Jaworski
lekarze: Konstanty Radziwiłł
lekarze: Wojciech Maksymowicz
politycy: Małgorzata Tkacz-Janik
politycy: Marieluise Beck
sportowcy: Steve Rosenberg
duchowni: Thomas Berry
duchowni: Tarcisio Bertone
duchowni: Thomas Christopher Collins
sportowcy: Marcin Gortat
politycy: Jacek Soska
lekarze: Heliodor Święcicki
duchowni: Wojciech Polak
politycy: Zbigniew Girzyński
duchowni: Wiesław Lechowicz
malarze: Maciej Topolski
prawnicy: Roman Nowosielski
prawnicy: Maciej Jabłoński
politycy: Artur Balazs
muzycy: Krystyna Kwiatkowska
dziennikarze: Dorota Wellman
dziennikarze: Waldemar Dziak
aktorzy: Mayumi Yoshida
politycy: Jeremi Wiśniowiecki
sportowcy: Krzysztof Kazimierczak
dziennikarze: Hubert Urbański
dziennikarze: Ziemowit Szczerek
muzycy: Dariusz Malejonek
aktorzy: Piotr Dąbrowski
politycy: Jerzy Szmajdziński
sportowcy: Krzysztof Nowacki
aktorzy: Krzysztof Żurek
politycy: Arseniy Yatsenyuk
dziennikarze: Sławomir Sierakowski
dziennikarze: Dariusz Rosiak
dziennikarze: Maciej Zaremba
politycy: Jarosław Zieliński
politycy: Wojciech Roszkowski
politycy: Stanisław Rakoczy
duchowni: Jan Śliwiński
sportowcy: Paweł Jakubiak
politycy: Silvio Berlusconi
poeci: Justyna Bargielska
poeci: Krzysztof Karasek
muzycy: Damian Ukeje
politycy: Paweł Jankiewicz
duchowni: Rino Fisichella
duchowni: Giuseppe Betori
aktorzy: Beverly Hills
politycy: Jacek Bogucki
politycy: Henryk Smolarz
aktorzy: Robert Gonera
aktorzy: Jolanta Fraszyńska
muzycy: Sebastian Karpiel-Bułecka
politycy: Mieczysław Golba
politycy: Volen Siderov
politycy: Tadeusz Truskolaski
politycy: Józef Mozolewski
politycy: Joseph Goebbels
prawnicy: Ferdynand Rymarz
prawnicy: Krzysztof Liedel
duchowni: Daniel Sandford
politycy: Danuta Pietraszewska
politycy: Stanisław Wziątek
duchowni: Józef Życiński
duchowni: Michał Heller
duchowni: Stanisław Budzik
muzycy: Claude Debussy
muzycy: Andrzej Panufnik
dziennikarze: Ewa Urbańska
aktorzy: Andrzej Deskur
duchowni: Marian Jaworski
duchowni: Józef Tischner
dziennikarze: Krzysztof Michalski
dziennikarze: Eryk Mistewicz
dziennikarze: Adam Jasser
muzycy: Anna Maria Jopek
lekarze: Janusz Korczak
prawnicy: Andrew Edis
sportowcy: Glenn Mulcaire
dziennikarze: Jerzy Tomaszewski
aktorzy: Nadja Uhl
aktorzy: Diane Keaton
aktorzy: Bruno Ganz
aktorzy: Iris Berben
dziennikarze: Sandra Maischberger
politycy: Esther de Lange
poeci: Hatif Janabi
muzycy: Christopher Stevens
dziennikarze: Aleksandra Jakubowska
sportowcy: Tomasz Grzegorczyk
politycy: Jerzy Budnik
politycy: Mirosław Koźlakiewicz
politycy: Tomasz Kulesza
politycy: Stanisław Lamczyk
politycy: Jacek Tomczak
politycy: Wojciech Ziemniak
sportowcy: Ryszard Jankowski
politycy: Stanisław Kluza
politycy: Dariusz Seliga
lekarze: William Morrow
politycy: Janusz Śniadek
politycy: Adam Rogacki
politycy: Teresa Piotrowska
politycy: Arkadiusz Czartoryski
politycy: Artur Ostrowski
politycy: Jerzy Kozdroń
sportowcy: Kazimierz Górski
politycy: Joschka Fischer
politycy: Adam Glapiński
prawnicy: Robert Gwiazdowski
poeci: Witold Dąbrowski
politycy: Anna Zielińska-Głębocka
dziennikarze: Iain Macintosh
sportowcy: Franciszek Smuda
prawnicy: Tomasz Zimoch
politycy: Tomasz Głogowski
prawnicy: Andrzej Matusiewicz
prawnicy: Piotr Zientarski
duchowni: Józef Guzdek
malarze: Tadeusz Kantor
aktorzy: Andrzej Iwiński
dziennikarze: Jan Nowak-Jeziorański
politycy: Robert Schuman
politycy: Jarosław Lasecki
dziennikarze: Artur Stopka
lekarze: Aleksander Margolis
politycy: Aleksander Sopliński
sportowcy: Gerard Cieślik
sportowcy: Michał Żewłakow
sportowcy: Kazimierz Deyna
politycy: Bogusław Wontor
muzycy: Dorota Rabczewska
politycy: Maciej Zalewski
aktorzy: Andrzej Chyra
aktorzy: Stanisława Celińska
aktorzy: Krzysztof Globisz
aktorzy: Jerzy Trela
aktorzy: Antoni Pawlicki
dziennikarze: Andrzej Jagodziński
politycy: Andrzej Śmietanko
politycy: Józef Beck
sportowcy: Przemysław Tytoń
sportowcy: Łukasz Piszczek
sportowcy: Damien Perquis
sportowcy: Sebastian Boenisch
sportowcy: Rafał Murawski
sportowcy: Adrian Mierzejewski
sportowcy: Eugen Polanski
sportowcy: Adam Matuszczyk
sportowcy: Ludovic Obraniak
sportowcy: Paweł Brożek
dziennikarze: Jarosław Ziętara
dziennikarze: Bartosz Janiszewski
muzycy: Grzegorz Markowski
politycy: Krzysztof Lipiec
malarze: Bruno Schulz
politycy: Mikołaj Dowgielewicz
politycy: Janusz Maksymiuk
politycy: Stanisław Łyżwiński
poeci: Ada Negri
aktorzy: Greta Garbo
muzycy: Janusz Stokłosa
poeci: Agata Miklaszewska
